month,nrebate
1970.833333,0
1970.916667,0
1971,0
1971.083333,0
1971.166667,0
1971.25,0
1971.333333,0
1971.416667,0
1971.5,0
1971.583333,0
1971.666667,0
1971.75,0
1971.833333,0
1971.916667,0
1972,0
1972.083333,0
1972.166667,0
1972.25,0
1972.333333,0
1972.416667,0
1972.5,0
1972.583333,0
1972.666667,0
1972.75,0
1972.833333,0
1972.916667,0
1973,0
1973.083333,0
1973.166667,0
1973.25,0
1973.333333,0
1973.416667,0
1973.5,0
1973.583333,0
1973.666667,0
1973.75,0
1973.833333,0
1973.916667,0
1974,0
1974.083333,0
1974.166667,0
1974.25,0
1974.333333,0
1974.416667,0
1974.5,0
1974.583333,0
1974.666667,0
1974.75,0
1974.833333,0
1974.916667,0
1975,0
1975.083333,0
1975.166667,0
1975.25,0
1975.333333,0
1975.416667,0
1975.5,0
1975.583333,0
1975.666667,0
1975.75,0
1975.833333,0
1975.916667,0
1976,0
1976.083333,0
1976.166667,0
1976.25,0
1976.333333,0
1976.416667,0
1976.5,0
1976.583333,0
1976.666667,0
1976.75,0
1976.833333,0
1976.916667,0
1977,0
1977.083333,0
1977.166667,0
1977.25,0
1977.333333,0
1977.416667,0
1977.5,0
1977.583333,0
1977.666667,0
1977.75,0
1977.833333,0
1977.916667,0
1978,0
1978.083333,0
1978.166667,0
1978.25,0
1978.333333,0
1978.416667,0
1978.5,0
1978.583333,0
1978.666667,0
1978.75,0
1978.833333,0
1978.916667,0
1979,0
1979.083333,0
1979.166667,0
1979.25,0
1979.333333,0
1979.416667,0
1979.5,0
1979.583333,0
1979.666667,0
1979.75,0
1979.833333,0
1979.916667,0
1980,0
1980.083333,0
1980.166667,0
1980.25,0
1980.333333,0
1980.416667,0
1980.5,0
1980.583333,0
1980.666667,0
1980.75,0
1980.833333,0
1980.916667,0
1981,0
1981.083333,0
1981.166667,0
1981.25,0
1981.333333,0
1981.416667,0
1981.5,0
1981.583333,0
1981.666667,0
1981.75,0
1981.833333,0
1981.916667,0
1982,0
1982.083333,0
1982.166667,0
1982.25,0
1982.333333,0
1982.416667,0
1982.5,0
1982.583333,0
1982.666667,0
1982.75,0
1982.833333,0
1982.916667,0
1983,0
1983.083333,0
1983.166667,0
1983.25,0
1983.333333,0
1983.416667,0
1983.5,0
1983.583333,0
1983.666667,0
1983.75,0
1983.833333,0
1983.916667,0
1984,0
1984.083333,0
1984.166667,0
1984.25,0
1984.333333,0
1984.416667,0
1984.5,0
1984.583333,0
1984.666667,0
1984.75,0
1984.833333,0
1984.916667,0
1985,0
1985.083333,0
1985.166667,0
1985.25,0
1985.333333,0
1985.416667,0
1985.5,0
1985.583333,0
1985.666667,0
1985.75,0
1985.833333,0
1985.916667,0
1986,0
1986.083333,0
1986.166667,0
1986.25,0
1986.333333,0
1986.416667,0
1986.5,0
1986.583333,0
1986.666667,0
1986.75,0
1986.833333,0
1986.916667,0
1987,0
1987.083333,0
1987.166667,0
1987.25,0
1987.333333,0
1987.416667,0
1987.5,0
1987.583333,0
1987.666667,0
1987.75,0
1987.833333,0
1987.916667,0
1988,0
1988.083333,0
1988.166667,0
1988.25,0
1988.333333,0
1988.416667,0
1988.5,0
1988.583333,0
1988.666667,0
1988.75,0
1988.833333,0
1988.916667,0
1989,0
1989.083333,0
1989.166667,0
1989.25,0
1989.333333,0
1989.416667,0
1989.5,0
1989.583333,0
1989.666667,0
1989.75,0
1989.833333,0
1989.916667,0
1990,0
1990.083333,0
1990.166667,0
1990.25,0
1990.333333,0
1990.416667,0
1990.5,0
1990.583333,0
1990.666667,0
1990.75,0
1990.833333,0
1990.916667,0
1991,0
1991.083333,0
1991.166667,0
1991.25,0
1991.333333,0
1991.416667,0
1991.5,0
1991.583333,0
1991.666667,0
1991.75,0
1991.833333,0
1991.916667,0
1992,0
1992.083333,0
1992.166667,0
1992.25,0
1992.333333,0
1992.416667,0
1992.5,0
1992.583333,0
1992.666667,0
1992.75,0
1992.833333,0
1992.916667,0
1993,0
1993.083333,0
1993.166667,0
1993.25,0
1993.333333,0
1993.416667,0
1993.5,0
1993.583333,0
1993.666667,0
1993.75,0
1993.833333,0
1993.916667,0
1994,0
1994.083333,0
1994.166667,0
1994.25,0
1994.333333,0
1994.416667,0
1994.5,0
1994.583333,0
1994.666667,0
1994.75,0
1994.833333,0
1994.916667,0
1995,0
1995.083333,0
1995.166667,0
1995.25,0
1995.333333,0
1995.416667,0
1995.5,0
1995.583333,0
1995.666667,0
1995.75,0
1995.833333,0
1995.916667,0
1996,0
1996.083333,0
1996.166667,0
1996.25,0
1996.333333,0
1996.416667,0
1996.5,0
1996.583333,0
1996.666667,0
1996.75,0
1996.833333,0
1996.916667,0
1997,0
1997.083333,0
1997.166667,0
1997.25,0
1997.333333,0
1997.416667,0
1997.5,0
1997.583333,0
1997.666667,0
1997.75,0
1997.833333,0
1997.916667,0
1998,0
1998.083333,0
1998.166667,0
1998.25,0
1998.333333,0
1998.416667,0
1998.5,0
1998.583333,0
1998.666667,0
1998.75,0
1998.833333,0
1998.916667,0
1999,0
1999.083333,0
1999.166667,0
1999.25,0
1999.333333,0
1999.416667,0
1999.5,0
1999.583333,0
1999.666667,0
1999.75,0
1999.833333,0
1999.916667,0
2000,0
2000.083333,0
2000.166667,0
2000.25,0
2000.333333,0
2000.416667,0
2000.5,0
2000.583333,0
2000.666667,0
2000.75,0
2000.833333,0
2000.916667,0
2001,0
2001.083333,0
2001.166667,0
2001.25,0
2001.333333,0
2001.416667,0
2001.5,81.4
2001.583333,209.4
2001.666667,131.2
2001.75,2.5
2001.833333,5
2001.916667,2.5
2002,0
2002.083333,0
2002.166667,0
2002.25,0
2002.333333,0
2002.416667,0
2002.5,0
2002.583333,0
2002.666667,0
2002.75,0
2002.833333,0
2002.916667,0
2003,0
2003.083333,0
2003.166667,0
2003.25,0
2003.333333,0
2003.416667,0
2003.5,0
2003.583333,0
2003.666667,0
2003.75,0
2003.833333,0
2003.916667,0
2004,0
2004.083333,0
2004.166667,0
2004.25,0
2004.333333,0
2004.416667,0
2004.5,0
2004.583333,0
2004.666667,0
2004.75,0
2004.833333,0
2004.916667,0
2005,0
2005.083333,0
2005.166667,0
2005.25,0
2005.333333,0
2005.416667,0
2005.5,0
2005.583333,0
2005.666667,0
2005.75,0
2005.833333,0
2005.916667,0
2006,0
2006.083333,0
2006.166667,0
2006.25,0
2006.333333,0
2006.416667,0
2006.5,0
2006.583333,0
2006.666667,0
2006.75,0
2006.833333,0
2006.916667,0
2007,0
2007.083333,0
2007.166667,0
2007.25,0
2007.333333,0
2007.416667,0
2007.5,0
2007.583333,0
2007.666667,0
2007.75,0
2007.833333,0
2007.916667,0
2008,0
2008.083333,0
2008.166667,0
2008.25,23.3
2008.333333,577.1
2008.416667,334.4
2008.5,164.1
2008.583333,12.4
2008.666667,8.064
2008.75,11.718732
2008.833333,13.104
2008.916667,2.556
2009,0
2009.083333,0
2009.166667,0
2009.25,0
2009.333333,0
2009.416667,0
2009.5,0
2009.583333,0
2009.666667,0
2009.75,0
2009.833333,0
2009.916667,0
2010,0
2010.083333,0
2010.166667,0
2010.25,0
2010.333333,0
2010.416667,0
2010.5,0
2010.583333,0
2010.666667,0
2010.75,0
2010.833333,0
2010.916667,0
2011,0
2011.083333,0
2011.166667,0
2011.25,0
2011.333333,0
2011.416667,0
2011.5,0
2011.583333,0
2011.666667,0
2011.75,0
2011.833333,0
2011.916667,0
2012,0
2012.083333,0
2012.166667,0
2012.25,0
2012.333333,0
2012.416667,0
2012.5,0
2012.583333,0
2012.666667,0
2012.75,0
2012.833333,0
2012.916667,0
2013,0
2013.083333,0
2013.166667,0
2013.25,0
2013.333333,0
2013.416667,0
2013.5,0
2013.583333,0
2013.666667,0
2013.75,0
2013.833333,0
2013.916667,0
2014,0
2014.083333,0
2014.166667,0
2014.25,0
2014.333333,0
2014.416667,0
2014.5,0
2014.583333,0
2014.666667,0
2014.75,0
2014.833333,0
2014.916667,0
2015,0
2015.083333,0
2015.166667,0
2015.25,0
2015.333333,0
2015.416667,0
2015.5,0
2015.583333,0
2015.666667,0
2015.75,0
2015.833333,0
2015.916667,0
2016,0
2016.083333,0
2016.166667,0
2016.25,0
2016.333333,0
2016.416667,0
2016.5,0
2016.583333,0
2016.666667,0
2016.75,0
2016.833333,0
2016.916667,0
2017,0
2017.083333,0
2017.166667,0
2017.25,0
2017.333333,0
2017.416667,0
2017.5,0
2017.583333,0
2017.666667,0
2017.75,0
2017.833333,0
2017.916667,0
2018,0
2018.083333,0
2018.166667,0
2018.25,0
2018.333333,0
2018.416667,0
2018.5,0
2018.583333,0
2018.666667,0
2018.75,0
2018.833333,0
2018.916667,0
2019,0
2019.083333,0
2019.166667,0
2019.25,0
2019.333333,0
2019.416667,0
2019.5,0
2019.583333,0
2019.666667,0
2019.75,0
2019.833333,0
2019.916667,0
2020,0
2020.083333,0
2020.166667,0
2020.25,0
2020.333333,0
2020.416667,0
2020.5,0
2020.583333,0
2020.666667,0
2020.75,0
2020.833333,0
2020.916667,0
2021,0
2021.083333,0
2021.166667,0
2021.25,0
2021.333333,0
2021.416667,0
